username,userdesc,userurl,userpic,userlocation,userfollowing,userfollowers,usertotaltweets,usercreatedts,tweetid,tweetcreatedts,tweetretweetcount,tweetfavcount,tweeturls,tweethashtags,tweetmentions,tweettext,tweettextcleaned,sentic_polarity,sentic_concept
Tomie_chana,🚀 自業自得 🚀,,https://pbs.twimg.com/profile_images/1253082311379128320/FrwT_fkl_normal.jpg,China,433,27,2880,2020-04-22 22:03:32,1499401400937517057,2022-03-03 15:08:46,0,0,,,"['@pangolindex', '@baklavaspace']",@pangolindex @baklavaspace Since you are into yield farming how do you plan to control the issue of inflation and how to do liquidity farming means liquidity needs to be added through????,Since you are into yield farming how do you plan to control the issue of inflation and how to do liquidity farming means liquidity needs to be added through????,POSITIVE,"['yield', 'control', 'inflation', 'liquidity', 'needy']"
Steyer_PI,Robert Steyer is a Reporter at Pensions & Investments (http://t.co/BA29NQf4) covering Defined Contribution.,http://t.co/zno53bW0El,https://pbs.twimg.com/profile_images/2633827894/692cd7f902bb84233af5155e2962602a_normal.jpeg,,100,509,19127,2012-09-20 04:30:35,1499396653089972225,2022-03-03 14:49:54,0,0,['https://t.co/B4QV7Gp91F'],,['@pensionsnews'],"High yield, inflation drive bond strategies https://t.co/B4QV7Gp91F via @pensionsnews","High yield, inflation drive bond strategies via",POSITIVE,"['yield', 'inflation', 'drive', 'strategy']"
imSbhardwaj1,,,https://pbs.twimg.com/profile_images/1298101240828579841/FbjgkCgM_normal.jpg,"Hathras, India",37,44,486,2013-02-12 06:16:07,1499385858184548356,2022-03-03 14:07:00,0,0,['https://t.co/xW6QKxG8wc'],,,US 10Y bond yield had been consistently falling from high of 12.5 to 1.2. If bond yield shoots up (seeing the inflation it will) &amp; decade long trend get reversed (very likely). As money always flows to the better assets risk adjusted return. https://t.co/xW6QKxG8wc,US 10Y bond yield had been consistently falling from high of 12.5 to 1.2. If bond yield shoots up (seeing the inflation it will) &amp; decade long trend get reversed (very likely). As money always flows to the better assets risk adjusted return.,POSITIVE,"['yield', 'consistently', 'falling', 'high', 'shoots', 'see', 'inflation']"
canthama1,"Passionate for ancient history, geopolitics. Syria will be once more a powerful country. Long live The Resistance.",,https://pbs.twimg.com/profile_images/1294963913725968391/pWFDdZqC_normal.jpg,,566,456,21584,2020-07-06 20:23:16,1499367324612276233,2022-03-03 12:53:21,0,1,['https://t.co/yA44BYVuXU'],,,"With limited fertilazers available,1 yr from now,crops will yield less,meaning prices will go even higher,not to count higher cost of the available fertilazer,this is a lasting high inflation cycle for G7.Highly indebted regimes will pay the heaviest prices, any takers ? https://t.co/yA44BYVuXU","With limited fertilazers available,1 yr from now,crops will yield less,meaning prices will go even higher,not to count higher cost of the available fertilazer,this is a lasting high inflation cycle for G7.Highly indebted regimes will pay the heaviest prices, any takers ?",POSITIVE,"['crop yield', NOT 'fertile', 'available', NOT 'meaning', NOT 'count', 'cost', 'inflation', 'cycle', NOT 'debt', 'regime', 'heaviest']"
SylvieWendlandt,"Love is in short supply but it's still the biggest thing out there.
Family, Life, My sweet Lord.
Sanity, Insanity, fun but truth:
https://t.co/rHi2eV8vUR…",https://t.co/DdUP6SxcgA,https://pbs.twimg.com/profile_images/1345739775089790985/B0fgvUXB_normal.jpg,France,36,112,5642,2020-12-25 13:15:54,1499362393142579200,2022-03-03 12:33:45,1,1,"['https://t.co/jqUZDWQrau', 'https://t.co/yN0FWPSXQC']",,,"More inflation - lots more to come.
US 30-year Mortgage Rate Rises To 4.30% As 10-year Treasury Yield Plunges -8.2 BPS (Eurozone Yields Dropping Like A Rock) 

https://t.co/jqUZDWQrau https://t.co/yN0FWPSXQC",More inflation - lots more to come. US 30-year Mortgage Rate Rises To 4.30% As 10-year Treasury Yield Plunges -8.2 BPS (Eurozone Yields Dropping Like A Rock),POSITIVE,"['inflation', 'come', 'mortgage', 'rate', 'rises', 'treasury', 'yield', 'plunge', 'eurozone', 'rock']"
StrayDogsInvest,"Welcome to our community. Invest in crypto assets, the smart way. Join smart users and start investing in cryptos with no effort.",https://t.co/4KErROZvn1,https://pbs.twimg.com/profile_images/1480262381229981699/p6K6n7Vv_normal.jpg,"London, England",115,34,316,2021-01-12 01:20:57,1499305418006409217,2022-03-03 08:47:22,0,1,,,['@Cfhau1'],"@Cfhau1 That’s all ok, how about we now compare separate ROI for each of this and then we decide to salt n pepper. A good chef tries the meal before spicing😉. Just a hint but #gold 10 years ROI is 20% and that’s without a 7% inflation every year. Negative yield.","Thats all ok, how about we now compare separate ROI for each of this and then we decide to salt n pepper. A good chef tries the meal before spicing. Just a hint but gold 10 years ROI is 20% and thats without a 7% inflation every year. Negative yield.",NEGATIVE,"['ok', 'compare', 'separate', 'decide', 'salt', 'pepper', 'good', 'meal', 'hint', 'gold', NOT 'inflation', 'negative', 'yield']"
BluHrvstDigital,"First with #ASX #News

Join now to discover what moves markets. https://t.co/xtDt7YbobA

#botpowered (mostly)",,https://pbs.twimg.com/profile_images/1335950397735718912/R9KYIGma_normal.jpg,"Perth, Western Australia",53,867,64634,2017-12-02 17:02:46,1499304451793829889,2022-03-03 08:43:31,0,0,['https://t.co/ep2TKJDddV'],,,"From KalkineMediaComAu "" VCX, GPT, DXS ? 3 ASX REITs with dividend yield of over 4% "" published 3/03/2022 $VCX $GPT $DXS #Inflation #Dividends #HealthCare 
https://t.co/ep2TKJDddV","From KalkineMediaComAu "" VCX, GPT, DXS ? 3 ASX REITs with dividend yield of over 4% "" published 3/03/2022 $VCX $GPT $DXS Inflation Dividends HealthCare",NEGATIVE,"['dividend yield', 'published', 'inflation', 'healthcare']"
moouttamoney,"I like typos, engineering, economics, and markets. @moouttalife",,https://pbs.twimg.com/profile_images/1273375943042588673/Lq5W0S8a_normal.jpg,,122,66,436,2014-10-12 22:53:30,1499294206405136384,2022-03-03 08:02:49,0,0,,,,"The 10Y yield has come off its over 2% rally and now down 1.86%.

I figure that strong commodities with a lower yield is not a sign of inflation and tighter conditions but actually a flight to safety. 

Gold also seems to have broken out. (We were tracking this last month)",The 10Y yield has come off its over 2% rally and now down 1.86%. I figure that strong commodities with a lower yield is not a sign of inflation and tighter conditions but actually a flight to safety. Gold also seems to have broken out. (We were tracking this last month),NEGATIVE,"['yield', 'come', NOT 'rall', 'strong', 'lower', NOT 'sign', 'inflation', 'tighter', 'safety', 'gold', 'broken', 'tracking']"
cl_rbob,Commodities. Opinions are my own. Not to be taken as advice. @cantorfitzgerld Alumni @UniofSurrey Alumni,,https://pbs.twimg.com/profile_images/1108041418038276097/1lfHrCCm_normal.png,"London, UK",1579,761,1107,2013-04-22 22:00:55,1499293800186925059,2022-03-03 08:01:12,0,0,['https://t.co/O3U97d5UrW'],,,The US yield curve continues to flatten and quietly. Inflation is unlikely to reverse given current risks out there. I wonder what the ES is still doing around these levels 🤨 https://t.co/O3U97d5UrW,The US yield curve continues to flatten and quietly. Inflation is unlikely to reverse given current risks out there. I wonder what the ES is still doing around these levels,POSITIVE,"['yield', 'curvey', 'continue', 'flatten', 'quietly', 'inflation', NOT 'reverse', 'wonder']"
InsideOfMobile,"Wie seltsam glimmert durch die Gründe
Ein morgenrötlich trüber Schein!
Und selbst bis in die tiefen Schlünde
Des Abgrunds twittert er hinein.",,https://pbs.twimg.com/profile_images/1429205752028278793/LsV82vh3_normal.jpg,"Mobile, Alabama",1627,162,2422,2011-06-25 17:28:55,1499289312474677255,2022-03-03 07:43:22,0,0,,,['@GMLeMeur'],"@GMLeMeur 💯. Most of the time ""This is crazy!"" just means ""I don't have the full picture, therefore I don't understand"". Clearly MANY mil. mistakes were made, but the timing for the west from an econ. view (inflation, yield curve, fossil/food price) couldn't be worse. Not a sign of stupid",". Most of the time ""This is crazy!"" just means ""I don't have the full picture, therefore I don't understand"". Clearly MANY mil. mistakes were made, but the timing for the west from an econ. view (inflation, yield curve, fossil/food price) couldn't be worse. Not a sign of stupid",NEGATIVE,"['view', 'food', 'price', 'time', 'crazy', 'full', 'understand', 'clear', 'mistake', 'inflation', 'yield', 'curvey', 'worse', NOT 'sign', 'stupid']"
akcakmak,"Founder, Managing Director @GreenwestConst. Senior Consultant @EastCapital. EmergingMarkets. Bogazici Uni - Stockholm School of Economics. @GalatasaraySK Member",,https://pbs.twimg.com/profile_images/1373733220198535172/8rAtShGN_normal.jpg,Dubai,489,7909,4640,2014-03-28 22:03:09,1499285501798645760,2022-03-03 07:28:13,0,6,,,,"#Turkey's high #inflation is a weapon of mass destruction of wealth for ALL savers now (regardless of TRY, FX or FX-protected accounts):

- CPI ~50%

- TRY deposit 15-20%

- FX deposits flattish on curiously stable USDTRY ~14.0

- FX protected accounts essentially yield TRY rates","Turkey's high inflation is a weapon of mass destruction of wealth for ALL savers now (regardless of TRY, FX or FX-protected accounts) - CPI ~50% - TRY deposit 15-20% - FX deposits flattish on curiously stable USDTRY ~14.0 - FX protected accounts essentially yield TRY rates",POSITIVE,"['turk', 'inflation', 'weapon', 'destruction', 'wealth', 'try', 'protected', 'deposit', 'flattish', 'curiously', 'stable', 'essential', 'yield', 'rate']"
InternRamp,"I am an intern for market tycoon Ramp Capital. I bring the coffees, process the trades and hand out our white paper when I'm at parties (DM me for a copy)",,https://pbs.twimg.com/profile_images/1148880525152571392/aKfWkWp7_normal.png,Ramp Capital LLC,46,2960,2792,2019-07-10 08:57:56,1499280213045551106,2022-03-03 07:07:12,0,4,,,,"The Fed should raise 100bp

We are headed for a recession, probably an oil-led one.

Try crush inflation and get neutral rate to where you have some room when recession hits.

Also, there’s no need to worry about inverting the yield curve—recession is coming, inversion or not.","The Fed should raise 100bp We are headed for a recession, probably an oil-led one. Try crush inflation and get neutral rate to where you have some room when recession hits. Also, theres no need to worry about inverting the yield curverecession is coming, inversion or not.",NEGATIVE,"['worry about', 'raise', 'recession', 'probable', 'oil', 'try', 'crush', 'inflation', 'neutral', 'rate', 'hit', 'invert', 'yield', 'inversion']"
bensprecher,"Product, data, & startup guy.
Head of Retail AI @googlecloud.
Co-founded @incentivetarget (acq. by @Google).
Product @catalina, @HealthEdge.
Opinions my own",,https://pbs.twimg.com/profile_images/760685677218529280/2ku-Fm3v_normal.jpg,"Boston, MA",238,630,9116,2009-04-17 15:49:31,1499269046222655488,2022-03-03 06:22:50,0,5,,,"['@10kdiver', '@donnelly_brent']","@10kdiver @donnelly_brent But, inflation! Time value of money!
What if you took that $235T and invested it in an appropriately high-yield interest-bearing account over the course of the year?","But, inflation! Time value of money! What if you took that $235T and invested it in an appropriately high-yield interest-bearing account over the course of the year?",POSITIVE,"['inflation', 'time', 'value', 'money', 'tooke', 'invest', 'yield', 'interest']"
phamtrungck,Happiness is right behind us. Don't try to find it...!,,https://pbs.twimg.com/profile_images/1469258075869564928/72W3cHMs_normal.jpg,,234,15,1399,2021-03-17 09:05:49,1499235022905085952,2022-03-03 04:07:38,0,0,,,"['@MadsCrypto_', '@gammarosigma']","@MadsCrypto_ @gammarosigma Yield Farming has provided an avenue to help individuals increase their profits. Token inflation however, will start to happen in the near future so what do you think the impact of this will be to gammarosigma? Will this avenue for profit be degraded in the coming months/years?","Yield Farming has provided an avenue to help individuals increase their profits. Token inflation however, will start to happen in the near future so what do you think the impact of this will be to gammarosigma? Will this avenue for profit be degraded in the coming months/years?",POSITIVE,"['yield', 'provide', 'avenue', 'help', 'individual', 'increase', 'profit', 'token', 'inflation', 'hap', 'impact', 'degraded']"
crypto9310,Happy New Year,,https://pbs.twimg.com/profile_images/1492775476955578369/Yo-APnE4_normal.png,,235,7,1452,2022-02-13 08:19:42,1499234565545607169,2022-03-03 04:05:49,0,0,,,"['@MadsCrypto_', '@gammarosigma']","@MadsCrypto_ @gammarosigma Yield Farming has provided an avenue to help individuals increase their profits. Token inflation however, will start to happen in the near future so what do you think the impact of this will be to GammaRoSigma ? Will this avenue for profit be degraded in the coming months/years?","Yield Farming has provided an avenue to help individuals increase their profits. Token inflation however, will start to happen in the near future so what do you think the impact of this will be to GammaRoSigma ? Will this avenue for profit be degraded in the coming months/years?",POSITIVE,"['yield', 'provide', 'avenue', 'help', 'individual', 'increase', 'profit', 'token', 'inflation', 'hap', 'impact', 'degraded']"
Mike_Tanney,"Fiduciary Wealth Manager @Magnus. Former @GS Wealth Advisor. I help people, not sell them products. Specialize in after-tax real-life alpha.",https://t.co/GryUNPq3mj,https://pbs.twimg.com/profile_images/1308058843012911104/OiqL2cJQ_normal.jpg,"Manhattan, NY",1633,359,5328,2012-11-03 05:21:53,1499234545882873858,2022-03-03 04:05:44,0,4,,,,High-dividend yield &amp; high-dividend growth stocks typically outperform during periods of high inflation and currently trade at attractive valuations.,High-dividend yield &amp; high-dividend growth stocks typically outperform during periods of high inflation and currently trade at attractive valuations.,POSITIVE,"['dividend yield', 'high']"
AlanLevinson10,CIO Overlay Capital Partners macro opportunistic seeking positive expected value wherever it can be found,,https://pbs.twimg.com/profile_images/1459455977535643648/fOUqrW_V_normal.jpg,"Las Vegas, NV",744,1459,16655,2021-05-09 01:08:38,1499229921612210180,2022-03-03 03:47:22,0,0,,,"['@RooverDirk', '@MacroAlf']",@RooverDirk @MacroAlf the patient too . The bond market has a confluence of indicators where you can extrapolate future inflation and growth. Most likely the yield curves invert. They scream inflation not a future issue and growth not happening,the patient too . The bond market has a confluence of indicators where you can extrapolate future inflation and growth. Most likely the yield curves invert. They scream inflation not a future issue and growth not happening,NEGATIVE,"['patient', 'confluence', 'indicator', 'extrapolate', 'inflation', 'growth', 'yield', 'invert', 'scream', NOT 'hap']"
